Entity Name,Course Type,Prefix,Code,Name
Department of Languages and Culture Studies,Japanese,JAPN,4205,Advanced Japanese Oral Communication
Department of Sociology,Sociology,SOCY,4371,Comparative Cultural Sociology in the Netherlands
Department of Sociology,Sociology,SOCY,3325,Community and Identity
Department of Languages and Culture Studies,Spanish,SPAN,1205,Accelerated Elementary Spanish I and II
Department of Languages and Culture Studies,Languages and Culture Studies,LACS,1205,Accelerated Elementary Foreign Language I and II
Department of Languages and Culture Studies,Languages and Culture Studies,LACS,1206,Intensive Elementary Foreign Language I and II
Department of Dance,Dance,DANC,2128,African-Brazilian Dance
College of Education,Education,EDUC,4200,Current Issues in Global Education
College of Education,Education,EDUC,4201,Education and Globalization: Theory and Practice Seminar
Interdisciplinary Programs (CLAS),Film Studies,FILM,3121,Cinematic Storytelling
Interdisciplinary Programs (CLAS),Film Studies,FILM,3220,Introduction to Screenwriting
Interdisciplinary Programs (CLAS),Film Studies,FILM,3221,Advanced Screenwriting
Interdisciplinary Programs (CLAS),Film Studies,FILM,4120,Production and Directing
Interdisciplinary Programs (CLAS),Film Studies,FILM,4220,Film Festivals & Impact Production
Interdisciplinary Programs (CLAS),Film Studies,FILM,4690,Capstone in Film & Media Production
Department of Languages and Culture Studies,German,GERM,3651,Seminar: German Youth and Pop Cultures
Department of Languages and Culture Studies,German,GERM,3661,Seminar: Current Events in Germany
Department of Languages and Culture Studies,German,GERM,3670,Seminar: German-American Culture for Business and Engineering I (English)
Department of Languages and Culture Studies,German,GERM,3671,Seminar: German-American Culture for Business and Engineering I (German)
Department of Languages and Culture Studies,German,GERM,3680,Seminar: German-American Culture for Business and Engineering II (English)
Department of Languages and Culture Studies,German,GERM,3681,Seminar: German-American Culture for Business and Engineering II (German)
Department of Languages and Culture Studies,German,GERM,3690,Seminar: Career Planning for the German-American Business World
Department of Languages and Culture Studies,German,GERM,4061,Topics in German Language
Department of Languages and Culture Studies,German,GERM,4651,Advanced Seminar: Germany After 1945
Department of Languages and Culture Studies,German,GERM,4681,Advanced Seminar in German for Engineering
Department of Languages and Culture Studies,German,GERM,4690,Senior Seminar in German
"Department of Applied Physiology, Health, and Clinical Sciences",Exercise Science,EXER,3333,Pedagogy in Exercise Science
College of Health and Human Services,Health and Human Services,HAHS,1201,Prospect for Success for Transfer Student
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4311,Digital Audio Workstations
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4312,Electronic Music Synthesis
"Department of Writing, Rhetoric, and Digital Studies","Writing, Rhetoric, and Digital Studies",WRDS,3102,The Effective Sentence: A Writing Course for All Majors
Department of History,History,HIST,3270,History of Capitalism in the U.S.
Department of History,History,HIST,2231,"Magic in Medieval and Early Modern Europe, 500-1700"
Department of Music,Music,MUSC,1228,Advanced String Skills
Department of Geography and Earth Sciences,Meteorology,METR,4650,Meteorology Professional Seminar
Department of Languages and Culture Studies,Arabic,ARBC,1201L,Elementary Arabic I Lab
Department of Languages and Culture Studies,Arabic,ARBC,1202L,Elementary Arabic II Lab
Department of Languages and Culture Studies,Arabic,ARBC,2201L,Intermediate Arabic I Lab
Department of Languages and Culture Studies,Arabic,ARBC,2202L,Intermediate Arabic II Lab
Department of Languages and Culture Studies,Chinese,CHNS,1201L,Elementary Chinese I Lab
Department of Languages and Culture Studies,Chinese,CHNS,1202L,Elementary Chinese II Lab
Department of Languages and Culture Studies,Chinese,CHNS,2201L,Intermediate Chinese I Lab
Department of Languages and Culture Studies,Chinese,CHNS,2202L,Intermediate Chinese II Lab
Department of Languages and Culture Studies,Farsi,FARS,1201L,Elementary Farsi I Lab
Department of Languages and Culture Studies,Farsi,FARS,1202L,Elementary Farsi II Lab
Department of Languages and Culture Studies,Japanese,JAPN,2202L,Intermediate Japanese II Lab
Department of Languages and Culture Studies,Russian,RUSS,1201L,Elementary Russian I Lab
Department of Languages and Culture Studies,Russian,RUSS,1202L,Elementary Russian II Lab
Department of Languages and Culture Studies,Russian,RUSS,2201L,Intermediate Russian I Lab
Department of Languages and Culture Studies,Russian,RUSS,2202L,Intermediate Russian II Lab
Department of Business Information Systems and Operations Management,Business Analytics,BUSA,3000,Topics in Business Analytics
Interdisciplinary Programs (CLAS),Gerontology,GRNT,3125,Older Worker and Retirement
Department of Sociology,Sociology,SOCY,3125,Older Worker and Retirement
Department of Languages and Culture Studies,Spanish,SPAN,1101,Elementary Spanish I
Department of Languages and Culture Studies,Spanish,SPAN,1102,Elementary Spanish II
Department of Geography and Earth Sciences,Meteorology,METR,1102,Introduction to Meteorology
Department of Management,Business Analytics,BUSA,3400,Business Analytics Internship
Department of Languages and Culture Studies,Chinese,CHNS,4050,Topics in Chinese
Department of History,History,HIST,2162,African American Women's History to 1877
Department of History,History,HIST,2163,African American Women's History Since 1877
Department of History,History,HIST,3105,Europe in the Age of the French Revolution and Napoleon
Department of History,History,HIST,3168,Gandhi and Radical Dissent in the Modern World
Department of History,History,HIST,3104,"Britain in the Age of Industry and Empire, 1815-1914"
Department of Business Information Systems and Operations Management,Management Information Systems,INFO,3237,Business Analytics II
Department of Business Information Systems and Operations Management,Management Information Systems,INFO,3221,Programming for Business Analytics
"Department of Applied Physiology, Health, and Clinical Sciences",Exercise Science,EXER,3800,Directed Independent Studies in Movement Problems
Department of Languages and Culture Studies,Japanese,JAPN,1201L,Elementary Japanese I Lab
Department of Languages and Culture Studies,Japanese,JAPN,1202L,Elementary Japanese II Lab
Department of Languages and Culture Studies,Japanese,JAPN,2201L,Intermediate Japanese I Lab
Department of Languages and Culture Studies,Languages and Culture Studies,LACS,4410,Professional Internship
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,3190,Junior Practicum
Department of History,History,HIST,3239,African American Music: History and Culture
Department of Africana Studies,Africana Studies,AFRS,3239,African American Music: History and Culture
Department of Theatre,Theatre,THEA,2330,Shakespeare in History
Department of Theatre,Theatre,THEA,3235,Theatre Tech II - Lighting
Department of Theatre,Theatre,THEA,3315,Shakespeare and Practical Dramaturgy
Department of Theatre,Theatre,THEA,4310,Theatrical Shakespeare
Department of Theatre,Theatre,THEA,4630,"Senior Capstone in Directing, Dramaturgy, and Dramatic Writing"
Department of Theatre,Theatre,THEA,3214,Costume Crafts
Department of Theatre,Theatre,THEA,4210,Costume Design II
Department of Theatre,Theatre,THEA,1245,Theatre Tech I - Sound
Department of Theatre,Theatre,THEA,3400,Concentration Level Practicum
Department of Theatre,Theatre,THEA,3225,Theatre Tech II - Scenic
Department of Theatre,Theatre,THEA,3293,Introduction to African American Theatre
Department of Theatre,Theatre,THEA,4620,Senior Seminar
Department of Theatre,Theatre,THEA,4281,Commedia dell'Arte
Department of Theatre,Theatre,THEA,4282,Summer Contemporary Circus Intensive
Department of Theatre,Theatre,THEA,3271,Acting Movement Styles
Department of Theatre,Theatre,THEA,4640,Senior Capstone in Applied Theatre
Department of Theatre,Theatre,THEA,4650,Senior Capstone in Design/Tech
Department of Theatre,Theatre,THEA,4225,Computer-Aided Design for Theatre
Department of Theatre,Theatre,THEA,2260,"Voice, Text, and the Actor"
Interdisciplinary Programs (CLAS),Latin American Studies,LTAM,3120,Spanish for Business and International Trade
Interdisciplinary Programs (CLAS),Latin American Studies,LTAM,3308,Introduction to Literary Analysis
School of Social Work,Social Work,SOWK,4125,Social Development in Malawi
Department of Software and Information Systems,Software and Information Systems,ITIS,4010,Topics in Software and Information Systems
Department of Music,Music,MUSC,4410,Senior Music Internship
Department of Music,Music,MUSC,2240,Introduction to Composition
Department of Music,Music,MUSC,2237,Phonetics and Articulation for Singers III: German Diction
Department of Music,Music,MUSC,2238,Phonetics and Articulation IV: French Diction
Department of Psychological Science,Psychology,PSYC,4007,Advanced Topics in Psychological Research
Department of Languages and Culture Studies,Japanese,JAPN,3201L,Upper Intermediate Japanese I Lab
Department of Languages and Culture Studies,Japanese,JAPN,3202L,Upper Intermediate Japanese II Lab
Department of Educational Leadership,"Educational Research, Measurement, and Evaluation",RSCH,4101,Education Research Methods
Department of Engineering Technology and Construction Management,Construction Management,CMET,2135,Building Information Modeling (BIM)
Department of Bioinformatics and Genomics,Bioinformatics and Genomics,BINF,4900,Principles of Team Science
Department of Management,Management,MGMT,4300,Entrepreneurial Decisions
"Department of Applied Physiology, Health, and Clinical Sciences",Respiratory Therapy,RESP,4205,Information Technology in Respiratory Care
Department of Industrial and Systems Engineering,Systems Engineering,SEGR,4201,Fundamentals of Deterministic System Analysis
Department of Industrial and Systems Engineering,Systems Engineering,SEGR,4202,Fundamentals of Stochastic System Analysis
Department of Industrial and Systems Engineering,Systems Engineering,SEGR,4203,Fundamentals of Engineering Management
Department of Industrial and Systems Engineering,Systems Engineering,SEGR,4154,Bayesian Analysis for Human Decision
"Department of Writing, Rhetoric, and Digital Studies","Writing, Rhetoric, and Digital Studies",WRDS,3140,Arguing With Images
Department of Anthropology,Anthropology,ANTH,3126,"Anthropology of Vampires, Ghosts, and Witchcraft"
Department of Anthropology,Anthropology,ANTH,3127,Anthropology of Violence
Department of Anthropology,Anthropology,ANTH,3141,Human Osteology
Department of Anthropology,Anthropology,ANTH,2020,Topics in Cultural Anthropology
Department of Anthropology,Anthropology,ANTH,4020,Topics in Cultural Anthropology
Department of Anthropology,Anthropology,ANTH,2040,Topics in Biological Anthropology
Department of Anthropology,Anthropology,ANTH,3040,Topics in Biological Anthropology
Department of Anthropology,Anthropology,ANTH,4040,Topics in Biological Anthropology
Department of Anthropology,Anthropology,ANTH,3050,Topics in Archaeology
Department of Anthropology,Anthropology,ANTH,4050,Topics in Archaeology
Interdisciplinary Programs (CLAS),Southern Studies,SOST,2100,Introduction to Southern Studies
Interdisciplinary Programs (CLAS),Southern Studies,SOST,2050,Topics in Southern Studies
Department of Global Studies,International Studies,INTL,3001,Topics In Development and Sustainability Studies
Department of Global Studies,International Studies,INTL,3002,"Topics in Holocaust, Genocide, and Human Rights Studies"
Department of Global Studies,International Studies,INTL,3003,"Topics in Peace, Conflict, and Identity Studies"
Department of Global Studies,International Studies,INTL,3004,Topics in European Studies
Department of Global Studies,International Studies,INTL,3005,Topics in Asian Studies
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,1220,Introduction to Fire Protection and Prevention
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,1244,Water-Based Fire Suppression
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,4283,Fire Modeling
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,4272,Fire and Safety Capstone
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,4301,Environmental Pollution Control
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,4302,Industrial Hygiene
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,4303,Applied Ergonomics and Human Factors
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,2230,Occupational Safety
Department of Software and Information Systems,Software and Information Systems,ITIS,3216,Introduction to Cognitive Science
Department of Mathematics and Statistics,Mathematics,MATH,3800,Directed Individual Study in Mathematics
Department of Anthropology,Anthropology,ANTH,3020,Topics in Cultural Anthropology
Interdisciplinary Programs (CLAS),Southern Studies,SOST,3050,Topics in Southern Studies
Interdisciplinary Programs (CLAS),Southern Studies,SOST,4050,Topics in Southern Studies
Interdisciplinary Programs (CLAS),Southern Studies,SOST,3800,Independent Study
"Department of Writing, Rhetoric, and Digital Studies","Writing, Rhetoric, and Digital Studies",WRDS,4210,Contemporary Rhetorical Theory
"Department of Writing, Rhetoric, and Digital Studies","Writing, Rhetoric, and Digital Studies",WRDS,4021,Topics in Writing and Reading
"Department of Writing, Rhetoric, and Digital Studies","Writing, Rhetoric, and Digital Studies",WRDS,3220,Current Theories and Applications of Writing
"Department of Writing, Rhetoric, and Digital Studies","Writing, Rhetoric, and Digital Studies",WRDS,3215,Information Literacy and Digital Composing
"Department of Writing, Rhetoric, and Digital Studies","Writing, Rhetoric, and Digital Studies",WRDS,3211,"Online Writing: Ethics, Appropriation, and Social Media"
"Department of Writing, Rhetoric, and Digital Studies","Writing, Rhetoric, and Digital Studies",WRDS,4330,"Reading, Writing, and Archiving: Charlotte"
"Department of Writing, Rhetoric, and Digital Studies","Writing, Rhetoric, and Digital Studies",WRDS,4011,Topics in Writing Technologies
"Department of Writing, Rhetoric, and Digital Studies","Writing, Rhetoric, and Digital Studies",WRDS,4201,Composing Across Borders: Transnational Digital Composition
Department of Languages and Culture Studies,Languages and Culture Studies,LACS,3700,Methods in Honors Research
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,2103,Surveying and Technical Drawing
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4168,Airport Planning and Design
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,3260,Clean Coal Technology
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,3262,Turbomachinery
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,3244,Tire Mechanics
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,3283,Metrology and Precision Engineering
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,3240,Advanced Automotive Powerplants
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,3270,Biomedical Fluidics: Microfluidics
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,3271,Biomedical Manufacturing: 3D Biofabrication
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,3238,Microscopy for Engineering
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,3180,Data Structures and Algorithms in C++
"Department of Applied Physiology, Health, and Clinical Sciences",Exercise Science,EXER,2334,Baseball Through History and Playing II (1947-Present)
"Department of Writing, Rhetoric, and Digital Studies","Writing, Rhetoric, and Digital Studies",WRDS,4400,"Writing, Rhetoric, and Digital Studies Internship Practicum"
"Department of Writing, Rhetoric, and Digital Studies","Writing, Rhetoric, and Digital Studies",WRDS,4900,Senior Research Capstone
"Department of Writing, Rhetoric, and Digital Studies","Writing, Rhetoric, and Digital Studies",WRDS,4225,Writing Research Methods
Department of Biological Sciences,Biology,BIOL,3274,Scientific Writing
Department of Biological Sciences,Biology,BIOL,3244,Field Ecology
Department of Civil and Environmental Engineering,Civil and Environmental Engineering,CEGR,4122,Power Plant Design
"Department of Middle, Secondary, and K-12 Education","Middle, Secondary, and K-12 Education",MDSK,4101,Assessment of Middle Grades and Secondary School Learners in Science
"Department of Middle, Secondary, and K-12 Education","Middle, Secondary, and K-12 Education",MDSK,4103,Assessment in Teaching Middle and Secondary Social Studies
"Department of Middle, Secondary, and K-12 Education","Middle, Secondary, and K-12 Education",MDSK,4102,Assessment of Secondary School Learners in Mathematics
"Department of Middle, Secondary, and K-12 Education","Middle, Secondary, and K-12 Education",MDSK,4210,Classroom Leadership
"Department of Middle, Secondary, and K-12 Education","Middle, Secondary, and K-12 Education",MDSK,4104,Assessment in Teaching K-12 English
"Department of Middle, Secondary, and K-12 Education","Middle, Secondary, and K-12 Education",FLED,4105,Applied Content Pedagogy
"Department of Middle, Secondary, and K-12 Education","Middle, Secondary, and K-12 Education",MDSK,3100,Inclusive Classrooms
Department of Languages and Culture Studies,Japanese,JAPN,3040,Topics in Japanese Culture
Department of Languages and Culture Studies,Japanese,JAPN,3101,Kanji through Reading
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,3261,Sustainable Energy
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,3237,Introduction to Control Systems
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,3245,Advanced Experimental Methods
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,3097,Special Topics in Biomedical Engineering
Department of Chemistry,Chemistry,CHEM,3165,Survey of Biochemistry
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,2254,Analytical Foundations of Electrical and Computer Engineering
Department of English,English,ENGL,3125,Introduction to U.S. Latinx Literature
Department of English,English,ENGL,4325,Trauma and Memory in Contemporary American Literature
Department of Engineering Technology and Construction Management,Electrical Engineering Technology,ELET,2113L,DC/AC Circuits Laboratory
Department of Engineering Technology and Construction Management,Civil Engineering Technology,ETCE,2163L,Construction Materials and Structures Lab
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,3150,Adult Learning Theory in Safety
Department of Engineering Technology and Construction Management,Fire and Safety Engineering Technology,ETFS,4126,Case Studies in Fire Forensics
Department of Finance,Finance,FINN,3255,Real Estate Principles
Department of Finance,Finance,FINN,3265,Asset and Property Management
"Department of Middle, Secondary, and K-12 Education",Foreign Language Education,FLED,4104,Assessment in the Teaching of K-12 Foreign Languages
Department of Public Health Sciences,Public Health Sciences,HLTH,2103,Foundations of Global Health
Department of Public Health Sciences,Public Health Sciences,HLTH,3106,Determinants of Health
Interdisciplinary Programs (CLAS),Women's and Gender Studies,WGST,3217,The Bible and Homosexuality
Department of Religious Studies,Religious Studies,RELS,3217,The Bible and Homosexuality
Department of Religious Studies,Religious Studies,RELS,2225,Religion and Food
Department of Religious Studies,Religious Studies,RELS,3260,Buddhism in the Modern World
Department of Special Education and Child Development,Special Education,SPED,4318,Collaboration and Transition-Focused Education
Department of Special Education and Child Development,Special Education,SPED,4400,Integrated Instructional Applications in Special Education
School of Nursing,Nursing,NURS,3700,Creating and Sustaining Change in Nursing
Department of Psychological Science,Psychology,PSYC,2104,Critical Thinking About Research
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,4305,System Safety Design and Management
Department of Public Health Sciences,Public Health Sciences,HLTH,3400,Public Health Internship Preparation
Department of Anthropology,Anthropology,ANTH,2171,"Action, Justice, and Change: An Introduction to Engaged and Applied Anthropology"
School of Social Work,Social Work,SOWK,4110,Social Work Practice with Immigrants and Refugees
Department of Engineering Technology and Construction Management,Mechanical Engineering Technology,ETME,4250L,Thermal Fluids Laboratory
Department of Art and Art History,Art: Education,ARTE,4125,Creativity and Social and Emotional Learning in Art Education
Department of Software and Information Systems,Software and Information Systems,ITIS,4246,Competitive Cyber Defense
College of Humanities & Earth and Social Sciences,Liberal Arts & Sciences,CLAS,2600,LEADS Colloquium
College of Humanities & Earth and Social Sciences,Liberal Arts & Sciences,CLAS,4800,LEADS Capstone Project
Department of Engineering Technology and Construction Management,Engineering Technology,ETGR,1101,Introduction to Engineering Technology and Construction Management
Department of Languages and Culture Studies,Japanese,JAPN,4101,Japanese Language Proficiency Test (N2) Preparation
Department of Languages and Culture Studies,Japanese,JAPN,4206,Advanced Spoken Business Japanese
Department of Languages and Culture Studies,Japanese,JAPN,3225,Short-Term Abroad
Department of Languages and Culture Studies,Italian,ITLN,3225,Short-Term Abroad
Department of Languages and Culture Studies,German,GERM,3225,Short-Term Abroad
Department of Languages and Culture Studies,Chinese,CHNS,3225,Short-Term Abroad
Department of Languages and Culture Studies,French,FREN,3225,Short-Term Abroad
Department of Electrical and Computer Engineering,Electrical and Computer Engineering,ECGR,4100,Research Tools and Techniques in Computer Engineering
Department of Languages and Culture Studies,Spanish,SPAN,3225,Short-Term Abroad
Department of English,English,ENGL,4207,Writing Young Adult Fiction
Department of Languages and Culture Studies,Arabic,ARBC,3225,Short-Term Abroad
"Department of Applied Physiology, Health, and Clinical Sciences",Neurodiagnostics and Sleep Science,NDSS,4201,Information Technology and Analytics in Neurodiagnostics and Sleep Science
Department of Religious Studies,Religious Studies,RELS,3214,Religion and Healing
Department of Communication Studies,Communication Studies,COMM,2146,Public Relations Ethics
Department of Religious Studies,Religious Studies,RELS,2106,Religion in Latin America
Interdisciplinary Programs (CLAS),Latin American Studies,LTAM,2106,Religion in Latin America
Department of Global Studies,International Studies,INTL,4701,Honors Research in Global Studies
Department of Computer Science,Computer Science,ITCS,4158,Blockchain System Architecture
Interdisciplinary Programs (CLAS),Health/Medical Humanities,HHUM,3020,Topics in Health & Medical Humanities
Interdisciplinary Programs (CLAS),Health/Medical Humanities,HHUM,3030,Health & Medical Humanities Study Abroad
Interdisciplinary Programs (CLAS),Health/Medical Humanities,HHUM,2100,Introduction to Health & Medical Humanities
Interdisciplinary Programs (CLAS),Health/Medical Humanities,HHUM,4800,Health & Medical Humanities Portfolio Capstone
Interdisciplinary Programs (CLAS),Capitalism Studies,CAPI,3050,Topics in Capitalism Studies
Interdisciplinary Programs (CLAS),Capitalism Studies,CAPI,2050,Topics in Capitalism Studies
Interdisciplinary Programs (CLAS),Capitalism Studies,CAPI,4050,Capstone in Capitalism Studies
Interdisciplinary Programs (CLAS),Capitalism Studies,CAPI,3800,Independent Study
Interdisciplinary Programs (CLAS),Capitalism Studies,CAPI,1512,Local Arts/Humanities: Capitalism in the USA and Beyond
Department of Geography and Earth Sciences,Earth Sciences,ESCI,4201,Hydroclimatology
"Department of Applied Physiology, Health, and Clinical Sciences",Respiratory Therapy,RESP,3099,Special Topics in Respiratory Therapy: Emerging Respiratory Therapy Literature
School of Social Work,Social Work,SOWK,4126,Health and Well-Being in India
Interdisciplinary Programs (CLAS),Women's and Gender Studies,WGST,3100,Research Methods in Women's and Gender Studies
Department of Languages and Culture Studies,Arabic,ARBC,3211,"Understanding Millennials of the Middle East through Literature, Culture, and Mass Media"
Department of Languages and Culture Studies,Arabic,ARBC,3210,Introduction to Modern Arab Culture
Department of Chemistry,English,ENGL,3190,Teaching Academic English to Adolescent Learners
School of Social Work,Social Work,SOWK,3180,Case Management
Department of Art and Art History,Art: Graphic Design,ARTG,2182,Typography I
School of Social Work,Social Work,SOWK,2184,Writing for the Social Work Profession
Department of Art and Art History,Art: Basic Foundation Studios,ARTB,1204,Digital Foundations
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,3272,Introduction to Bio-Polymers and Composites
"Department of Applied Physiology, Health, and Clinical Sciences",Neurodiagnostics and Sleep Science,NDSS,3900,Undergraduate Research
Department of Art and Art History,Art: Graphic Design,ARTG,3185,UX/UI Design Strategies
School of Social Work,Social Work,SOWK,4090,Topics in Social Work
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,2699,MEES Seminar
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,0699,MEES Transfer Success
Department of Mechanical Engineering and Engineering Science,Mechanical Engineering,MEGR,1100,Foundations of Math and Science for Engineers
Department of Languages and Culture Studies,Japanese,JAPN,4900L,Research Activities in Japan
Department of Public Health Sciences,Health Systems Management,HSMT,4800,Independent Study
Department of Public Health Sciences,Health Systems Management,HSMT,3000,Special Topics
Department of Finance,Finance,FINN,3278,Risk Management and Insurance Sales and Negotiations
Interdisciplinary Programs (CLAS),Gerontology,GRNT,4366,Minorities and Aging
Department of Sociology,Sociology,SOCY,4366,Minorities and Aging
School of Data Science,Data Science,DTSC,1301,Data and Society A
School of Data Science,Data Science,DTSC,2301,Modeling and Society A
School of Data Science,Data Science,DTSC,2302,Modeling and Society B
School of Data Science,Data Science,DTSC,3601,Predictive Analytics and Their Implications A
School of Data Science,Data Science,DTSC,3602,Predictive Analytics and Their Implications B
School of Data Science,Data Science,DTSC,4301,Data Science for Social Good A
School of Data Science,Data Science,DTSC,4302,Data Science for Social Good B
School of Data Science,Data Science,DTSC,1302,Data and Society B
Department of Dance,Dance,DANC,4252,Origins of Jazz: Ring Shout Dance Traditions
Department of Dance,Dance,DANC,4466,Dance Curriculum Design
Department of Dance,Dance,DANC,4328,Teaching Dance: Theories and Practices
Department of Dance,Dance,DANC,2129,Odissi Dance
Department of Dance,Dance,DANC,4250,Dance in Community
Department of Dance,Dance,DANC,2130,Foundations of Hip-Hop Dance
College of Business,Business,BUSN,3701,Practicum IV: Building Networks for Success
Department of Industrial and Systems Engineering,Systems Engineering,SEGR,3695,Systems Engineering Cooperative Education Seminar
College of Arts + Architecture,Arts + Architecture,COAA,4000,"Interdisciplinary Topics in Architecture, Art, Performance, and Design"
College of Arts + Architecture,Arts + Architecture,COAA,4800,Independent Study
Department of Art and Art History,Art: Graphic Design,ARTG,4182,Design Research
"Department of Applied Physiology, Health, and Clinical Sciences",Respiratory Therapy,RESP,3203,Cardiopulmonary Pharmacotherapy I
"Department of Applied Physiology, Health, and Clinical Sciences",Respiratory Therapy,RESP,3205,Cardiopulmonary Pharmacotherapy
"Department of Applied Physiology, Health, and Clinical Sciences",Exercise Science,EXER,4115,"Undergraduate Research Methods in Applied Physiology, Health, and Clinical Sciences"
"Department of Applied Physiology, Health, and Clinical Sciences",Respiratory Therapy,RESP,3206,Critical Care Monitoring and Mechanical Ventilation
"Department of Applied Physiology, Health, and Clinical Sciences",Respiratory Therapy,RESP,3207,Critical Care Monitoring and Mechanical Ventilation II
"Department of Applied Physiology, Health, and Clinical Sciences",Respiratory Therapy,RESP,4107,Teaching Fundamentals and Clinical Education
"Department of Applied Physiology, Health, and Clinical Sciences",Respiratory Therapy,RESP,4206,Health Communications: Ethical and Legal Implications
"Department of Applied Physiology, Health, and Clinical Sciences",Respiratory Therapy,RESP,4910,Respiratory Therapy Capstone Project
Department of Industrial and Systems Engineering,Systems Engineering,SEGR,3201,Operations Research I: Deterministic Models
Department of Industrial and Systems Engineering,Systems Engineering,SEGR,3202,Operations Research II: Stochastic Models
Department of Psychological Science,Psychology,PSYC,2100,Psychology Success Strategies for Transfer Students
Department of Art and Art History,Art: Academic and Departmental,ARTA,4901,Senior Thesis I: Creative Research
Department of Art and Art History,Art: Academic and Departmental,ARTA,4902,Senior Thesis II: Advanced Creative Practice
Department of Dance,Dance,DANC,3253,Black Dance in the Americas
Department of Religious Studies,Religious Studies,RELS,2180,Religion in Latin America
Department of Religious Studies,Religious Studies,RELS,2250,The Supernatural and American Culture
Department of Religious Studies,Religious Studies,RELS,2135,Qur'an
Department of Religious Studies,Religious Studies,RELS,3235,Muslims in America
Department of Religious Studies,Religious Studies,RELS,3207,Religion and Politics
Department of Religious Studies,Religious Studies,RELS,4155,Religion and Social Change in Latin America
Department of Religious Studies,Religious Studies,RELS,4310,Religious Experience
Department of Religious Studies,Religious Studies,RELS,4657,Religion in Africa
Department of Criminal Justice and Criminology,Criminal Justice and Criminology,CJUS,4378,Causes and Consequences of Crime
Department of Marketing,Marketing,MKTG,3231,Global Marketing Management
Department of Art and Art History,Art: History,ARTH,3694,Histories of New Media
Department of Marketing,Marketing,MKTG,3225,Integrated Marketing Communications
Department of Finance,Finance,FINN,4160,Equity Analysis
Department of Business Information Systems and Operations Management,Management Information Systems,INFO,3238,Social Media Analytics and Application
College of Engineering,Engineering,ENGR,1100,Engineering Pathways
Department of Marketing,Marketing,MKTG,3210,Consumer Behavior
Department of Marketing,Marketing,MKTG,3220,Digital Marketing and Web Analytics
Department of Public Health Sciences,Health Systems Management,HSMT,4301,Peer Advising
Turner School of Accountancy,Accounting,ACCT,3323,Intermediate Accounting I
Turner School of Accountancy,Accounting,ACCT,3324,Intermediate Accounting II
Turner School of Accountancy,Accounting,ACCT,3325,Intermediate Accounting III
Department of Religious Studies,Religious Studies,RELS,4790,Honors Thesis Proposal and Candidacy
Department of Religious Studies,Religious Studies,RELS,2170,Caribbean Religions
Department of Religious Studies,Religious Studies,RELS,2235,Religion and Magic
Department of Religious Studies,Religious Studies,RELS,3206,Religion and Food
Department of Religious Studies,Religious Studies,RELS,3225,Religion and Race
Department of Religious Studies,Religious Studies,RELS,3208,Religion and the Arts
Department of Religious Studies,Religious Studies,RELS,3125,The Devil
Department of Religious Studies,Religious Studies,RELS,2301,End of the World
Department of Political Science and Public Administration,Political Science,POLS,3380,Security and Intelligence in a Democratic Society
Department of Political Science and Public Administration,Political Science,POLS,3381,Critical Thinking Skills for Security and Intelligence
Department of Political Science and Public Administration,Political Science,POLS,3382,Analytic Writing and Briefing
Department of Religious Studies,Religious Studies,RELS,3238,Asians in the Americas
