Entity Name,Course Type,Prefix,Code,Name
College of Arts + Architecture,Arts + Architecture Honors Program,AAHP,2600,Introductory Honors Seminar
College of Arts + Architecture,Arts + Architecture Honors Program,AAHP,3701,Honors Seminar in Dance
College of Arts + Architecture,Arts + Architecture Honors Program,AAHP,3702,Honors Seminar in Architecture
College of Arts + Architecture,Arts + Architecture Honors Program,AAHP,3703,Honors Seminar in Music
College of Arts + Architecture,Arts + Architecture Honors Program,AAHP,3704,Honors Seminar in Theatre
College of Arts + Architecture,Arts + Architecture Honors Program,AAHP,3705,Honors Seminar in Art and Art History
College of Arts + Architecture,Arts + Architecture Honors Program,AAHP,3706,Interdisciplinary Honors Seminar
College of Arts + Architecture,Arts + Architecture Honors Program,AAHP,3900,Honors Thesis
Turner School of Accountancy,Accounting,ACCT,2121,Principles of Accounting I
Turner School of Accountancy,Accounting,ACCT,2122,Principles of Accounting II
Turner School of Accountancy,Accounting,ACCT,3311,Intermediate Financial Accounting I
Turner School of Accountancy,Accounting,ACCT,3312,Intermediate Financial Accounting II
Turner School of Accountancy,Accounting,ACCT,3330,Managerial Accounting and the Decision Process
Turner School of Accountancy,Accounting,ACCT,3340,Accounting Information Systems
Turner School of Accountancy,Accounting,ACCT,3380,Fraud Examination
Turner School of Accountancy,Accounting,ACCT,3400,Accounting Internship
Turner School of Accountancy,Accounting,ACCT,3500,Accounting Cooperative Education Experience
Turner School of Accountancy,Accounting,ACCT,3900,Current Developments in Accounting
Turner School of Accountancy,Accounting,ACCT,4220,Income Tax
ROTC: Air Force / Department of Aerospace Studies,Aerospace Studies,AERO,1101,Foundations of the Air Force I
ROTC: Air Force / Department of Aerospace Studies,Aerospace Studies,AERO,1102,Foundations of the Air Force II
ROTC: Air Force / Department of Aerospace Studies,Aerospace Studies,AERO,2101,Evolution of Aerospace Studies I
ROTC: Air Force / Department of Aerospace Studies,Aerospace Studies,AERO,2102,Evolution of Aerospace Studies II
ROTC: Air Force / Department of Aerospace Studies,Aerospace Studies,AERO,3101,Leadership Studies I
ROTC: Air Force / Department of Aerospace Studies,Aerospace Studies,AERO,3102,Leadership Studies II
ROTC: Air Force / Department of Aerospace Studies,Aerospace Studies,AERO,4101,National Security Studies and Preparation for Active Duty I
ROTC: Air Force / Department of Aerospace Studies,Aerospace Studies,AERO,4102,National Security Studies and Preparation for Active Duty II
Department of Africana Studies,Africana Studies,AFRS,1100,Introduction to Africana Studies
Department of Africana Studies,Africana Studies,AFRS,2111,Yoruba Language and Culture I
Department of Africana Studies,Africana Studies,AFRS,2112,Yoruba Language and Culture II
Department of Africana Studies,Africana Studies,AFRS,2050,Topics in Africana Studies
Department of Africana Studies,Africana Studies,AFRS,2103,Introduction to Hip Hop
Department of Africana Studies,Africana Studies,AFRS,2105,Black Images in the Media in the U.S.
Department of Africana Studies,Africana Studies,AFRS,2107,Global Hip Hop
Department of Africana Studies,Africana Studies,AFRS,2120,African American Women
Department of Africana Studies,Africana Studies,AFRS,2156,African Civilization
Department of Africana Studies,Africana Studies,AFRS,2160,The African American Experience through Civil War
Department of Africana Studies,Africana Studies,AFRS,2161,The African American Experience: Civil War to Civil Rights
Department of Africana Studies,Africana Studies,AFRS,2170,Introduction to Health and Environmental Issues in the Africana World
Department of Africana Studies,Africana Studies,AFRS,2172,Black Sexuality and Health
Department of Africana Studies,Africana Studies,AFRS,2206,"African Literature, Music, and Art"
Department of Africana Studies,Africana Studies,AFRS,2207,Pan-Africanism
Department of Africana Studies,Africana Studies,AFRS,2208,Education and African Americans
Department of Africana Studies,Africana Studies,AFRS,2215,Black Families in the United States
Department of Africana Studies,Africana Studies,AFRS,2221,Modern Africa
Department of Africana Studies,Africana Studies,AFRS,2301,Introduction to African American Literature
Department of Africana Studies,Africana Studies,AFRS,3050,Topics in Africana Studies
Department of Africana Studies,Africana Studies,AFRS,3101,Perspectives on Race and Ethnicity in the US
Department of Africana Studies,Africana Studies,AFRS,3150,The African American Church and Civil Rights
Department of Africana Studies,Africana Studies,AFRS,3155,Health and Healing in Africa
Department of Africana Studies,Africana Studies,AFRS,3159,African American Poetry
Department of Africana Studies,Africana Studies,AFRS,3179,African American Political Philosophy
Department of Africana Studies,Africana Studies,AFRS,3190,Political Economy of the Caribbean
Department of Africana Studies,Africana Studies,AFRS,3192,African Cinema
Department of Africana Studies,Africana Studies,AFRS,3200,Folklore of Africa and the African Diaspora
Department of Africana Studies,Africana Studies,AFRS,3210,Black Families in the Diaspora
Department of Africana Studies,Africana Studies,AFRS,3218,"Racial Violence, Colonial Times to Present"
Department of Africana Studies,Africana Studies,AFRS,3220,The Caribbean from Slavery to Independence
Department of Africana Studies,Africana Studies,AFRS,3230,Poverty and Discrimination in African Diaspora in the Modern Era
Department of Africana Studies,Africana Studies,AFRS,3240,Race and the Law
Department of Africana Studies,Africana Studies,AFRS,3250,African Americans and Health Communication
Department of Africana Studies,Africana Studies,AFRS,3260,"Slavery, Racism, and Colonialism in the African Diaspora"
Department of Africana Studies,Africana Studies,AFRS,3261,Psychology of the Black Experience
Department of Africana Studies,Africana Studies,AFRS,3265,African Economic Development
Department of Africana Studies,Africana Studies,AFRS,3270,Afro-Latin American History
Department of Africana Studies,Africana Studies,AFRS,3278,Race in the History of Brazil
Department of Africana Studies,Africana Studies,AFRS,3280,Blacks in Urban America
Department of Africana Studies,Africana Studies,AFRS,3290,Research Methods
Department of Africana Studies,Africana Studies,AFRS,3692,Colloquium
Department of Africana Studies,Africana Studies,AFRS,3262,Philosophy and Race
Department of Africana Studies,Africana Studies,AFRS,3895,Independent Study
Department of Africana Studies,Africana Studies,AFRS,3990,Senior Project in Africana Studies
Department of Africana Studies,Africana Studies,AFRS,4600,Senior Seminar in Africana Studies
Department of Africana Studies,Africana Studies,AFRS,4100,African Diaspora Theory
Department of Africana Studies,Africana Studies,AFRS,4050,Topics in Africana Studies
Department of Africana Studies,Africana Studies,AFRS,4101,Modern African Literature in English
Department of Africana Studies,Africana Studies,AFRS,4105,African International Relations
Department of Africana Studies,Africana Studies,AFRS,4401,Professional Internship in Africana Studies
Department of Africana Studies,Africana Studies,AFRS,4630,Environmental and Public Health in Africa
Department of Africana Studies,Africana Studies,AFRS,4640,"Environment, State, and Society in the Caribbean and Latin America"
Department of Africana Studies,Africana Studies,AFRS,4652,"Race, Health, and the African Diaspora"
Interdisciplinary Programs (CLAS),American Studies,AMST,2050,Topics in American Studies
Interdisciplinary Programs (CLAS),American Studies,AMST,2100,Introduction to American Indian Studies
Interdisciplinary Programs (CLAS),American Studies,AMST,3050,Topics in American Studies
Interdisciplinary Programs (CLAS),American Studies,AMST,3090,Topics in American Film
Interdisciplinary Programs (CLAS),American Studies,AMST,3100,Introduction to American Studies
Interdisciplinary Programs (CLAS),American Studies,AMST,3210,Childhood in America
Interdisciplinary Programs (CLAS),American Studies,AMST,3800,Independent Study or Directed Reading in American Studies
Interdisciplinary Programs (CLAS),American Studies,AMST,4050,Topics in American Studies
Department of Anthropology,Anthropology,ANTH,1501,Global Social Science: An Introduction to Anthropology
Department of Anthropology,Anthropology,ANTH,2010,Topics in Ethnography
Department of Anthropology,Anthropology,ANTH,2050,Topics in Archaeology
Department of Anthropology,Anthropology,ANTH,2090,Topics in Anthropology
Department of Anthropology,Anthropology,ANTH,2111,Peoples of Africa
Department of Anthropology,Anthropology,ANTH,2112,North American Indians
Department of Anthropology,Anthropology,ANTH,2113,Cultures of Russia and East Europe
Department of Anthropology,Anthropology,ANTH,2114,Indians of the Southeastern United States
Department of Anthropology,Anthropology,ANTH,2115,Culture and Society in the Middle East
Department of Anthropology,Anthropology,ANTH,2116,Contemporary Latin America
Department of Anthropology,Anthropology,ANTH,2117,Cultures of the Caribbean
Department of Anthropology,Anthropology,ANTH,2121,The Development of Topics and Themes in Sociocultural Anthropology
Department of Anthropology,Anthropology,ANTH,2122,"Beliefs, Symbols, and Rituals"
Department of Anthropology,Anthropology,ANTH,2123,Women in Cross-Cultural Perspective
Department of Anthropology,Anthropology,ANTH,2125,Urban Anthropology
Department of Anthropology,Anthropology,ANTH,2126,World Population Problems
Department of Anthropology,Anthropology,ANTH,2127,Environmental Anthropology
Department of Anthropology,Anthropology,ANTH,2141,Our Place in Nature: Introduction to Biological Anthropology
Department of Anthropology,Anthropology,ANTH,2141L,Our Place in Nature: Introduction to Biological Anthropology Lab
Department of Anthropology,Anthropology,ANTH,2142,Primate Behavioral Ecology
Department of Anthropology,Anthropology,ANTH,2143,The Fossil Evidence for Human Evolution
Department of Anthropology,Anthropology,ANTH,2144,Neanderthals and Us
Department of Anthropology,Anthropology,ANTH,2151,Introduction to Archaeology
Department of Anthropology,Anthropology,ANTH,2152,New World Archaeology
Department of Anthropology,Anthropology,ANTH,2153,Historic Archaeology
Department of Anthropology,Anthropology,ANTH,2156,African Civilization
Department of Anthropology,Anthropology,ANTH,2161,Introduction to Linguistic Anthropology
Department of Anthropology,Anthropology,ANTH,3090,Topics in Anthropology
Department of Anthropology,Anthropology,ANTH,3601,Foundations of Anthropological Theory
Department of Anthropology,Anthropology,ANTH,3112,Globalization and Culture
Department of Anthropology,Anthropology,ANTH,3113,Economic Anthropology
Department of Anthropology,Anthropology,ANTH,3122,"Culture, Health, and Disease"
Department of Anthropology,Anthropology,ANTH,3124,"Food, Nutrition, and Culture"
Department of Anthropology,Anthropology,ANTH,3132,Aging and Culture
Department of Anthropology,Anthropology,ANTH,4141,Forensic Anthropology
Department of Anthropology,Anthropology,ANTH,3143,Race and Anthropology
Department of Anthropology,Anthropology,ANTH,3144,Evolutionary Anthropology
Department of Anthropology,Anthropology,ANTH,3145,Anthropological Genetics
Department of Anthropology,Anthropology,ANTH,3152,Early Civilizations
Department of Anthropology,Anthropology,ANTH,3153,Archaeological Analysis
Department of Anthropology,Anthropology,ANTH,3154,European Prehistory
Department of Anthropology,Anthropology,ANTH,3155,Ancient Latin America
Department of Anthropology,Anthropology,ANTH,3157,South American Prehistory
Department of Anthropology,Anthropology,ANTH,3160,"Gender, Culture, and Communication"
Department of Anthropology,Anthropology,ANTH,3222,"Culture, Health, and Disease"
Department of Anthropology,Anthropology,ANTH,3895,Directed Individual Study
Department of Anthropology,Anthropology,ANTH,4090,Topics in Anthropology
Department of Anthropology,Anthropology,ANTH,4110,American Ethnic Cultures
Department of Anthropology,Anthropology,ANTH,4611,Senior Seminar in Applied Anthropology
Department of Anthropology,Anthropology,ANTH,4120,Intercultural Communications
Department of Anthropology,Anthropology,ANTH,4122,Ethnographic Methods
Department of Anthropology,Anthropology,ANTH,4131,"Culture, Pregnancy, and Birth"
Department of Anthropology,Anthropology,ANTH,4140,Field Biology of the Primates
Department of Anthropology,Anthropology,ANTH,4453,Field Project in Archaeology
Department of Anthropology,Anthropology,ANTH,4480,Internship in Anthropology
Department of Anthropology,Anthropology,ANTH,4482,Teaching Internship in Anthropology
Department of Anthropology,Anthropology,ANTH,4601,Seminar in General Anthropology
Department of Anthropology,Anthropology,ANTH,4615,Readings in Middle East Ethnography
Department of Anthropology,Anthropology,ANTH,4616,Culture and Conflict in the Amazon
Department of Anthropology,Anthropology,ANTH,4622,Readings in the Anthropology of Religion
Department of Anthropology,Anthropology,ANTH,4701,Honors Research in Anthropology
Department of Languages and Culture Studies,Arabic,ARBC,1201,Elementary Arabic I
Department of Languages and Culture Studies,Arabic,ARBC,1202,Elementary Arabic II
Department of Languages and Culture Studies,Arabic,ARBC,2201,Intermediate Arabic I
Department of Languages and Culture Studies,Arabic,ARBC,2202,Intermediate Arabic II
Department of Languages and Culture Studies,Arabic,ARBC,3050,Topics in Arabic Language and Culture
Department of Languages and Culture Studies,Arabic,ARBC,3051,Topics in Arabic Language and Culture
Department of Languages and Culture Studies,Arabic,ARBC,3201,Advanced Arabic I
Department of Languages and Culture Studies,Arabic,ARBC,3202,Advanced Arabic II
David R. Ravin School of Architecture,Architecture,ARCH,1101,Architectural Design Studio I
David R. Ravin School of Architecture,Architecture,ARCH,1102,Architectural Design Studio II
David R. Ravin School of Architecture,Architecture,ARCH,1602,Writing Reading Thinking Architecture
David R. Ravin School of Architecture,Architecture,ARCH,2101,Architectural Design Studio III
David R. Ravin School of Architecture,Architecture,ARCH,2102,Architectural Design Studio IV
David R. Ravin School of Architecture,Architecture,ARCH,3101,Architectural Design Studio V
David R. Ravin School of Architecture,Architecture,ARCH,3102,Architectural Design Studio VI
David R. Ravin School of Architecture,Architecture,ARCH,4050,Architecture Topics
David R. Ravin School of Architecture,Architecture,ARCH,4101,Architectural Design Studio VII: Advanced Building Design
David R. Ravin School of Architecture,Architecture,ARCH,4102,Architectural Design Studio VIII: Topical
David R. Ravin School of Architecture,Architecture,ARCH,4201,Architectural History I: Prehistory-1750
David R. Ravin School of Architecture,Architecture,ARCH,4202,Architectural History II: 1750-Present
David R. Ravin School of Architecture,Architecture,ARCH,4203,Architectural History III: Survey of Contemporary Theory (1950-Present)
David R. Ravin School of Architecture,Architecture,ARCH,4204,History/Theory Topics
David R. Ravin School of Architecture,Architecture,ARCH,4206,Professional Practice
David R. Ravin School of Architecture,Architecture,ARCH,4301,Material and Assembly Principles
David R. Ravin School of Architecture,Architecture,ARCH,4302,Environmental Systems Principles
David R. Ravin School of Architecture,Architecture,ARCH,4303,Structural Principles
David R. Ravin School of Architecture,Architecture,ARCH,4304,Structural Systems
David R. Ravin School of Architecture,Architecture,ARCH,4305,Building Systems Integration
David R. Ravin School of Architecture,Architecture,ARCH,4604,Computational Methods
David R. Ravin School of Architecture,Architecture,ARCH,4605,Computational Practice
David R. Ravin School of Architecture,Architecture,ARCH,4890,Directed Independent Study
College of Humanities & Earth and Social Sciences,Liberal Arts & Sciences,CLAS,3000,Topics in Liberal Arts & Sciences
College of Humanities & Earth and Social Sciences,Liberal Arts & Sciences,CLAS,3400,Non-Residential Studies
College of Humanities & Earth and Social Sciences,Liberal Arts & Sciences,CLAS,3480,Citizenship and Service Practicum
College of Humanities & Earth and Social Sciences,Liberal Arts & Sciences,CLAS,3500,Liberal Arts & Sciences Cooperative Education Experience
Department of Art and Art History,Art: Academic and Departmental,ARTA,1402,Gallery Internship
Department of Art and Art History,Art: Academic and Departmental,ARTA,2800,Directed Studies in Art
Department of Art and Art History,Art: Academic and Departmental,ARTA,3000,Topics in Art
Department of Art and Art History,Art: Academic and Departmental,ARTA,3201,B.F.A. Portfolio Review
Department of Art and Art History,Art: Academic and Departmental,ARTA,3400,Internship in the Arts
Department of Art and Art History,Art: Academic and Departmental,ARTA,3800,Independent Study in Art
Department of Art and Art History,Art: Academic and Departmental,ARTA,3801,Visual Arts Workshop
Department of Art and Art History,Art: Academic and Departmental,ARTA,4600,Senior Seminar
Department of Art and Art History,Art: Basic Foundation Studios,ARTB,1201,2D Design
Department of Art and Art History,Art: Basic Foundation Studios,ARTB,1202,3D Design
Department of Art and Art History,Art: Basic Foundation Studios,ARTB,1203,Drawing I
Department of Art and Art History,Art: Drawing,ARTD,2134,Figure Drawing I
Department of Art and Art History,Art: Basic Foundation Studios,ARTB,1206,First Year Seminar
Department of Art and Art History,Art: Ceramics,ARTC,2171,Ceramics Handbuilding
Department of Art and Art History,Art: Ceramics,ARTC,2172,Ceramics Wheel I
Department of Art and Art History,Art: Ceramics,ARTC,3071,Topics in Ceramics
Department of Art and Art History,Art: Ceramics,ARTC,3171,Ceramic Sculpture
Department of Art and Art History,Art: Ceramics,ARTC,3172,Ceramics Wheel II
Department of Art and Art History,Art: Ceramics,ARTC,3273,Intermediate Ceramics
Department of Art and Art History,Art: Ceramics,ARTC,3274,Advanced Ceramics
Department of Art and Art History,Art: Drawing,ARTD,2139,Drawing II
Department of Art and Art History,Art: Drawing,ARTD,3134,Figure and Anatomy
Department of Art and Art History,Art: Education,ARTE,2100,Artists as Teachers
Department of Art and Art History,Art: Education,ARTE,2121,Integrating Art Across the Curriculum
Department of Art and Art History,Art: Education,ARTE,3121,Elementary Art Methods
Department of Art and Art History,Art: Education,ARTE,3124,Transcultural Identities in Art Education
Department of Art and Art History,Art: Education,ARTE,4021,Topics in Art Education
Department of Art and Art History,Art: Education,ARTE,4122,Secondary Art Methods
Department of Art and Art History,Art: Education,ARTE,4467,Student Teaching in Art
Department of Art and Art History,Art: Fibers,ARTF,2151,Fibers I
Department of Art and Art History,Art: Fibers,ARTF,3051,Topics in Fibers
Department of Art and Art History,Art: Fibers,ARTF,3352,Fibers: Surface Design
Department of Art and Art History,Art: Fibers,ARTF,3353,Fibers: Constructed Textiles
Department of Art and Art History,Art: Graphic Design,ARTG,2180,Design Thinking
Department of Art and Art History,Art: Graphic Design,ARTG,2181,Graphic Design I
Department of Art and Art History,Art: Graphic Design,ARTG,3081,Topics in Graphic Design
Department of Art and Art History,Art: Graphic Design,ARTG,3183,Graphic Design II
Department of Art and Art History,Art: Graphic Design,ARTG,3184,Typography II
Department of Art and Art History,Art: Graphic Design,ARTG,3408,Graphic Design Internship
Department of Art and Art History,Art: Graphic Design,ARTG,4180,Print Production
Department of Art and Art History,Art: Graphic Design,ARTG,3186,Communications Design
Department of Art and Art History,Art: Graphic Design,ARTG,4982,Graphic Design Projects
Department of Art and Art History,Art: History,ARTH,1211,Art History Survey I
Department of Art and Art History,Art: History,ARTH,1212,Art History Survey II
Department of Art and Art History,Art: History,ARTH,2001,Topics in Art History
Department of Art and Art History,Art: History,ARTH,2003,Pre-Columbian Art
Department of Art and Art History,Art: History,ARTH,2110,Contemporary Art History
Department of Art and Art History,Art: History,ARTH,2140,Medieval Art
Department of Art and Art History,Art: History,ARTH,3001,Topics in Art History
Department of Art and Art History,Art: History,ARTH,3114,Art History Methods
Department of Art and Art History,Art: History,ARTH,3115,Honors Art History Methods
Department of Art and Art History,Art: History,ARTH,3318,Mexica (Aztec) Art
Department of Art and Art History,Art: History,ARTH,3320,Ancient Egyptian and Near Eastern Art
Department of Art and Art History,Art: History,ARTH,3322,Ancient Greek Art
Department of Art and Art History,Art: History,ARTH,3323,Ancient Roman Art I
Department of Art and Art History,Art: History,ARTH,3350,Northern Renaissance Art
Department of Art and Art History,Art: History,ARTH,3351,Italian Renaissance Art
Department of Art and Art History,Art: History,ARTH,3360,Northern Baroque Art
Department of Art and Art History,Art: History,ARTH,3381,Modernism
Department of Art and Art History,Art: History,ARTH,3393,History of Photography
Department of Art and Art History,Art: History,ARTH,3810,Independent Study in Art History
Department of Art and Art History,Art: History,ARTH,4601,Problems in Pre-Columbian Art History
Department of Art and Art History,Art: History,ARTH,4603,Problems in Ancient Art History
Department of Art and Art History,Art: History,ARTH,4605,Problems in Renaissance Art History
Department of Art and Art History,Art: History,ARTH,4609,Problems in Modern and Contemporary Art History
Department of Art and Art History,Art: History,ARTH,4700,Art History Honors Thesis
Department of Art and Art History,Art: Illustration,ARTL,2186,Illustration I
Department of Art and Art History,Art: Illustration,ARTL,3086,Topics in Illustration
Department of Art and Art History,Art: Illustration,ARTL,3186,Visual Development: Environment
Department of Art and Art History,Art: Illustration,ARTL,3187,Narrative Illustration for Publishing Industry
Department of Art and Art History,Art: Illustration,ARTL,3188,Visual Development: Character Design
Department of Art and Art History,Art: Illustration,ARTL,3286,Narrative Illustration for Entertainment Industry
Department of Art and Art History,Art: Illustration,ARTL,4981,Illustration Projects
Department of Art and Art History,Art: Digital Media,ARTM,2105,4D
Department of Art and Art History,Art: Digital Media,ARTM,3005,Topics in Digital Media
Department of Art and Art History,Art: Digital Media,ARTM,3101,Game Design and Graphics
Department of Art and Art History,Art: Digital Media,ARTM,3103,Animation Production
Department of Art and Art History,Art: Digital Media,ARTM,3105,Video Art
Department of Art and Art History,Art: Digital Media,ARTM,3205,Interactive Art and Design
Department of Art and Art History,Art: Digital Media,ARTM,3405,Internship in Digital Media
Department of Art and Art History,Art: Painting,ARTP,2131,Painting I
Department of Art and Art History,Art: Painting,ARTP,3031,Topics in Painting
Department of Art and Art History,Art: Painting,ARTP,3131,Abstract Painting
Department of Art and Art History,Art: Painting,ARTP,3132,Figurative Painting
Department of Art and Art History,Art: Painting,ARTP,3161,Mixed Media Painting
Department of Art and Art History,Art: Print Media,ARTR,2161,Photo-Mechanical Print Media
Department of Art and Art History,Art: Print Media,ARTR,2162,Drawing/Expression in Print Media
Department of Art and Art History,Art: Print Media,ARTR,3061,Topics in Print Media
Department of Art and Art History,Art: Print Media,ARTR,3162,Large Format Printing and Mixed Media
Department of Art and Art History,Art: Print Media,ARTR,3263,Mixed-Media Bookmaking and Papermaking
Department of Art and Art History,Art: Photography,ARTT,2191,Photographic Media I - Darkroom
Department of Art and Art History,Art: Photography,ARTT,3091,Topics in Photography
Department of Art and Art History,Art: Photography,ARTT,3190,Digital Photography
Department of Art and Art History,Art: Photography,ARTT,3191,Camera and Light
Department of Art and Art History,Art: Photography,ARTT,3195,Visual Narrative
Department of Art and Art History,Art: Photography,ARTT,3391,Experimental Photographic Media
Department of Art and Art History,Art: Photography,ARTT,4291,Introduction to Creative Research in Photography
Department of Art and Art History,Art: Photography,ARTT,4409,Internship in Photography
Department of Art and Art History,Art: Sculpture,ARTZ,2104,Installation Art
Department of Art and Art History,Art: Sculpture,ARTZ,2141,Methods and Materials in Sculpture
Department of Art and Art History,Art: Sculpture,ARTZ,3041,Topics in Sculpture
Department of Art and Art History,Art: Sculpture,ARTZ,3142,Sculpture: Metal Fabrication and Bronze Casting
Department of Art and Art History,Art: Sculpture,ARTZ,3243,Sculpture: Wood and Stone Carving
Department of Art and Art History,Art: Sculpture,ARTZ,3344,Sculpture: Mixed Media
Department of Bioinformatics and Genomics,Bioinformatics and Genomics,BINF,1101,Introduction to Bioinformatics and Genomics
Department of Bioinformatics and Genomics,Bioinformatics and Genomics,BINF,3201,Genomic Methods
Department of Bioinformatics and Genomics,Bioinformatics and Genomics,BINF,2111,Introduction to Bioinformatics Computing
Department of Bioinformatics and Genomics,Bioinformatics and Genomics,BINF,3121,Statistics for Bioinformatics
Department of Bioinformatics and Genomics,Bioinformatics and Genomics,BINF,3101,Sequence Analysis
Department of Bioinformatics and Genomics,Bioinformatics and Genomics,BINF,3131,Bioinformatics Algorithms
Department of Bioinformatics and Genomics,Bioinformatics and Genomics,BINF,3900,Undergraduate Research
Department of Bioinformatics and Genomics,Bioinformatics and Genomics,BINF,4010,Topics in Bioinformatics and Genomics
Department of Bioinformatics and Genomics,Bioinformatics and Genomics,BINF,4171,Business of Biotechnology
Department of Bioinformatics and Genomics,Bioinformatics and Genomics,BINF,4191,Life Sciences and the Law
Department of Bioinformatics and Genomics,Bioinformatics and Genomics,BINF,4211,Applied Data Mining for Bioinformatics
Department of Bioinformatics and Genomics,Bioinformatics and Genomics,BINF,4650,Senior Project
Department of Bioinformatics and Genomics,Bioinformatics and Genomics,BINF,4600,Bioinformatics and Genomics Seminar
Department of Biological Sciences,Biology,BIOL,1000,Special Topics in Biology
Department of Biological Sciences,Biology,BIOL,1110,Principles of Biology I
Department of Biological Sciences,Biology,BIOL,1110L,Principles of Biology I Laboratory
Department of Biological Sciences,Biology,BIOL,1115,Principles of Biology II
Department of Biological Sciences,Biology,BIOL,2000,Special Topics in Biology
Department of Biological Sciences,Biology,BIOL,2120,General Biology I
Department of Biological Sciences,Biology,BIOL,2130,General Biology II
Department of Biological Sciences,Biology,BIOL,2140L,General Biology Laboratory
Department of Biological Sciences,Biology,BIOL,2259,Fundamentals of Microbiology
Department of Biological Sciences,Biology,BIOL,2259L,Fundamentals of Microbiology Laboratory
Department of Biological Sciences,Biology,BIOL,2273,Human Anatomy and Physiology
Department of Biological Sciences,Biology,BIOL,2273L,Human Anatomy and Physiology Laboratory
Department of Biological Sciences,Biology,BIOL,2274,Human Anatomy and Physiology II
Department of Biological Sciences,Biology,BIOL,2274L,Human Anatomy and Physiology II Laboratory
Department of Biological Sciences,Biology,BIOL,3000,Special Topics in Biology
Department of Biological Sciences,Biology,BIOL,3111,Cell Biology
Department of Biological Sciences,Biology,BIOL,3111L,Cell Biology Laboratory
Department of Biological Sciences,Biology,BIOL,3144,Ecology
Department of Biological Sciences,Biology,BIOL,3144L,Ecology Laboratory
Department of Biological Sciences,Biology,BIOL,3166,Genetics
Department of Biological Sciences,Biology,BIOL,3166L,Genetics Laboratory
Department of Biological Sciences,Biology,BIOL,3202,Horticulture
Department of Biological Sciences,Biology,BIOL,3202L,Horticulture Laboratory
Department of Biological Sciences,Biology,BIOL,3215,Economic Botany
Department of Biological Sciences,Biology,BIOL,3222,General Botany
Department of Biological Sciences,Biology,BIOL,3222L,General Botany Laboratory
Department of Biological Sciences,Biology,BIOL,3229,Field Botany
Department of Biological Sciences,Biology,BIOL,3231,Invertebrate Zoology
Department of Biological Sciences,Biology,BIOL,3233,Vertebrate Zoology
Department of Biological Sciences,Biology,BIOL,3234,Field Entomology
Department of Biological Sciences,Biology,BIOL,3235,Biology of Insects
Department of Biological Sciences,Biology,BIOL,3236,General Zoology
Department of Biological Sciences,Biology,BIOL,3236L,General Zoology Laboratory
Department of Biological Sciences,Biology,BIOL,3272,Plant Physiology
Department of Biological Sciences,Biology,BIOL,3273,Animal Physiology
Department of Biological Sciences,Biology,BIOL,3273L,Animal Physiology Laboratory
Department of Biological Sciences,Biology,BIOL,3405,Internship in Biology
Department of Biological Sciences,Biology,BIOL,3500,Biology Cooperative Education Experience
Department of Biological Sciences,Biology,BIOL,3800,Tutorial in Biology
Department of Biological Sciences,Biology,BIOL,3900,Undergraduate Research
Department of Biological Sciences,Biology,BIOL,4000,Special Topics in Biology
Department of Biological Sciences,Biology,BIOL,4040,Stem Cells
Department of Biological Sciences,Biology,BIOL,4111,Evolution
Department of Biological Sciences,Biology,BIOL,4121,Biometry
Department of Biological Sciences,Biology,BIOL,4144,Advanced Ecology
Department of Biological Sciences,Biology,BIOL,4162,Advanced Biotechnology I
Department of Biological Sciences,Biology,BIOL,4163,Advanced Biotechnology II
Department of Biological Sciences,Biology,BIOL,4167,Medical Genetics
Department of Biological Sciences,Biology,BIOL,4168,Recombinant DNA Techniques
Department of Biological Sciences,Biology,BIOL,4171,Cell Physiology
Department of Biological Sciences,Biology,BIOL,4184,Plant Biotechnology
Department of Biological Sciences,Biology,BIOL,4199,Molecular Biology
Department of Biological Sciences,Biology,BIOL,4233,Parasitology
Department of Biological Sciences,Biology,BIOL,4235,Mammalogy
Department of Biological Sciences,Biology,BIOL,4242,Biology of Birds
Department of Biological Sciences,Biology,BIOL,4242L,Biology of Birds Laboratory
Department of Biological Sciences,Biology,BIOL,4243,Animal Behavior
Department of Biological Sciences,Biology,BIOL,4244,Conservation Biology
Department of Biological Sciences,Biology,BIOL,4244L,Conservation Biology Laboratory
Department of Biological Sciences,Biology,BIOL,4245,Marine Biology
Department of Biological Sciences,Biology,BIOL,4250,Microbiology
Department of Biological Sciences,Biology,BIOL,4250L,Microbiology Laboratory
Department of Biological Sciences,Biology,BIOL,4251,Immunology
Department of Biological Sciences,Biology,BIOL,4255,Bacterial Genetics
Department of Biological Sciences,Biology,BIOL,4256,Pathogenic Bacteriology
Department of Biological Sciences,Biology,BIOL,4256L,Pathogenic Bacteriology Laboratory
Department of Biological Sciences,Biology,BIOL,4257,Microbial Physiology and Metabolism
Department of Biological Sciences,Biology,BIOL,4257L,Microbial Physiology and Metabolism Lab
Department of Biological Sciences,Biology,BIOL,4258,Epidemics and Plagues
Department of Biological Sciences,Biology,BIOL,4259,Virology
Department of Biological Sciences,Biology,BIOL,4260,Population Genetics
Department of Biological Sciences,Biology,BIOL,4265,Drugs: Molecular and Cellular Mechanisms
Department of Biological Sciences,Biology,BIOL,4272,Comparative Animal Physiology
Department of Biological Sciences,Biology,BIOL,4274,Environmental Toxicology and Health
Department of Biological Sciences,Biology,BIOL,4276,Cardiovascular Physiology
Department of Biological Sciences,Biology,BIOL,4277,Endocrinology
Department of Biological Sciences,Biology,BIOL,4279,Neurobiology
